,Rating,Reviews,,Ratings
926,4.3 out of 5,"I bought this while I was searching for precautions against the imminent third wave for my daughter. I saw an ad and was instantly curious to find out about the features they are offering. The heart rate and SpO2 tracking sold it for me as that is the need of the hour. The added benefit is sleep tracking, because like all kids my daughter too has not been able to go out due to the pandemic and that has increased her screen time enormously. So with the sleep tracker even she is more responsible of her sleeping hours and the hours she sleeps. I would suggest this to whoever is reading this review, the device is worth it. The amazing bands and the watch faces along with the activities and the 3 month subscription is a brilliant thing that kids need during these times of staying at home. Go for it!",,4.3 
927,4.3 out of 5,"I bought this while I was searching for precautions against the imminent third wave for my daughter. I saw an ad and was instantly curious to find out about the features they are offering. The heart rate and SpO2 tracking sold it for me as that is the need of the hour. The added benefit is sleep tracking, because like all kids my daughter too has not been able to go out due to the pandemic and that has increased her screen time enormously. So with the sleep tracker even she is more responsible of her sleeping hours and the hours she sleeps. I would suggest this to whoever is reading this review, the device is worth it. The amazing bands and the watch faces along with the activities and the 3 month subscription is a brilliant thing that kids need during these times of staying at home. Go for it!",,4.3 
928,4.3 out of 5,"I bought this while I was searching for precautions against the imminent third wave for my daughter. I saw an ad and was instantly curious to find out about the features they are offering. The heart rate and SpO2 tracking sold it for me as that is the need of the hour. The added benefit is sleep tracking, because like all kids my daughter too has not been able to go out due to the pandemic and that has increased her screen time enormously. So with the sleep tracker even she is more responsible of her sleeping hours and the hours she sleeps. I would suggest this to whoever is reading this review, the device is worth it. The amazing bands and the watch faces along with the activities and the 3 month subscription is a brilliant thing that kids need during these times of staying at home. Go for it!",,4.3 
929,2 out of 5,Excellent product nice touch value for money must buy it... . . . . . . . . . . . . . . . . . .,,2 
930,2 out of 5,Excellent product nice touch value for money must buy it... . . . . . . . . . . . . . . . . . .,,2 
931,2 out of 5,Excellent product nice touch value for money must buy it... . . . . . . . . . . . . . . . . . .,,2 
932,2 out of 5,Excellent product nice touch value for money must buy it... . . . . . . . . . . . . . . . . . .,,2 
933,4.7 out of 5,"Man oh man! I was waiting to preorder this , checked apple online store delivery date showed end of november didnt wanted to do that. Because i knew i will get some discount on amazon or offline store with hdfc offer by that time so why should i pay 53900 now. I was so lucky to see the stock of cellular + gps here on amazon at random 2 AM. I quickly ordered and cost me for 50,137/- with Axis bank credit card. (3000 off + 1.5% cashback on 50900/-). Its a great deal TBH at the launch. And you know what Amazon delivered the watch to me in 2 days. Only TWO FREAKIN DAYS 😍.

Whoever is interested just please put the product in your wishlist you will get the notification of when in stock and get your deal right here. Offline stores dont have any stocks too.

Thank you Aamazon for an amazing delivery experience and thanks to Apple for an amazing product.

The display is just nothing i ever saw in any smartwatch or bands i ever used. The touch response is quick. Jio esim setup was easy too. Always on display is 70 percent brighter than series 6. And yes that keyboard in the big screen is very workable. Its all AI working in background knowing what we just wrote with our big potato fingers, lol.

The esim works fine for Jio prepaid. You dont need a postpaid connection for the cellular feature.

I got amazing quality leather watchbands from Daily Objects. Do try their website they are selling buy 1 get 1 free right now.

The Con - Fast charging is disabled in series 7 watches sold here in India. Thats a bummer and Apple hasn't said anything about it. We will have to wait and see if its something can be enabled with firmware update or its a No No for India.",,4.7 
934,4.7 out of 5,"Man oh man! I was waiting to preorder this , checked apple online store delivery date showed end of november didnt wanted to do that. Because i knew i will get some discount on amazon or offline store with hdfc offer by that time so why should i pay 53900 now. I was so lucky to see the stock of cellular + gps here on amazon at random 2 AM. I quickly ordered and cost me for 50,137/- with Axis bank credit card. (3000 off + 1.5% cashback on 50900/-). Its a great deal TBH at the launch. And you know what Amazon delivered the watch to me in 2 days. Only TWO FREAKIN DAYS 😍.

Whoever is interested just please put the product in your wishlist you will get the notification of when in stock and get your deal right here. Offline stores dont have any stocks too.

Thank you Aamazon for an amazing delivery experience and thanks to Apple for an amazing product.

The display is just nothing i ever saw in any smartwatch or bands i ever used. The touch response is quick. Jio esim setup was easy too. Always on display is 70 percent brighter than series 6. And yes that keyboard in the big screen is very workable. Its all AI working in background knowing what we just wrote with our big potato fingers, lol.

The esim works fine for Jio prepaid. You dont need a postpaid connection for the cellular feature.

I got amazing quality leather watchbands from Daily Objects. Do try their website they are selling buy 1 get 1 free right now.

The Con - Fast charging is disabled in series 7 watches sold here in India. Thats a bummer and Apple hasn't said anything about it. We will have to wait and see if its something can be enabled with firmware update or its a No No for India.",,4.7 
935,4.7 out of 5,"Man oh man! I was waiting to preorder this , checked apple online store delivery date showed end of november didnt wanted to do that. Because i knew i will get some discount on amazon or offline store with hdfc offer by that time so why should i pay 53900 now. I was so lucky to see the stock of cellular + gps here on amazon at random 2 AM. I quickly ordered and cost me for 50,137/- with Axis bank credit card. (3000 off + 1.5% cashback on 50900/-). Its a great deal TBH at the launch. And you know what Amazon delivered the watch to me in 2 days. Only TWO FREAKIN DAYS 😍.

Whoever is interested just please put the product in your wishlist you will get the notification of when in stock and get your deal right here. Offline stores dont have any stocks too.

Thank you Aamazon for an amazing delivery experience and thanks to Apple for an amazing product.

The display is just nothing i ever saw in any smartwatch or bands i ever used. The touch response is quick. Jio esim setup was easy too. Always on display is 70 percent brighter than series 6. And yes that keyboard in the big screen is very workable. Its all AI working in background knowing what we just wrote with our big potato fingers, lol.

The esim works fine for Jio prepaid. You dont need a postpaid connection for the cellular feature.

I got amazing quality leather watchbands from Daily Objects. Do try their website they are selling buy 1 get 1 free right now.

The Con - Fast charging is disabled in series 7 watches sold here in India. Thats a bummer and Apple hasn't said anything about it. We will have to wait and see if its something can be enabled with firmware update or its a No No for India.",,4.7 
936,4.7 out of 5,"Man oh man! I was waiting to preorder this , checked apple online store delivery date showed end of november didnt wanted to do that. Because i knew i will get some discount on amazon or offline store with hdfc offer by that time so why should i pay 53900 now. I was so lucky to see the stock of cellular + gps here on amazon at random 2 AM. I quickly ordered and cost me for 50,137/- with Axis bank credit card. (3000 off + 1.5% cashback on 50900/-). Its a great deal TBH at the launch. And you know what Amazon delivered the watch to me in 2 days. Only TWO FREAKIN DAYS 😍.

Whoever is interested just please put the product in your wishlist you will get the notification of when in stock and get your deal right here. Offline stores dont have any stocks too.

Thank you Aamazon for an amazing delivery experience and thanks to Apple for an amazing product.

The display is just nothing i ever saw in any smartwatch or bands i ever used. The touch response is quick. Jio esim setup was easy too. Always on display is 70 percent brighter than series 6. And yes that keyboard in the big screen is very workable. Its all AI working in background knowing what we just wrote with our big potato fingers, lol.

The esim works fine for Jio prepaid. You dont need a postpaid connection for the cellular feature.

I got amazing quality leather watchbands from Daily Objects. Do try their website they are selling buy 1 get 1 free right now.

The Con - Fast charging is disabled in series 7 watches sold here in India. Thats a bummer and Apple hasn't said anything about it. We will have to wait and see if its something can be enabled with firmware update or its a No No for India.",,4.7 
937,3.9 out of 5,"Zebronics has surprised me with this fitness band that has premium look and good display... Touch response is good and the watch faces r infinite I think!!! You can add your own wallpaper too... Notifications r instant and vibration is not irritating.. it keeps your phone at bay while driving and if u need to ignore the call u know it already 😜
All the contents of the messages from WhatsApp or text doesn't fit well on the screen, apart from this it does everything they claim! Kudos to the Zeb-fit team!",,3.9 
938,3.9 out of 5,"Zebronics has surprised me with this fitness band that has premium look and good display... Touch response is good and the watch faces r infinite I think!!! You can add your own wallpaper too... Notifications r instant and vibration is not irritating.. it keeps your phone at bay while driving and if u need to ignore the call u know it already 😜
All the contents of the messages from WhatsApp or text doesn't fit well on the screen, apart from this it does everything they claim! Kudos to the Zeb-fit team!",,3.9 
939,3.9 out of 5,"Zebronics has surprised me with this fitness band that has premium look and good display... Touch response is good and the watch faces r infinite I think!!! You can add your own wallpaper too... Notifications r instant and vibration is not irritating.. it keeps your phone at bay while driving and if u need to ignore the call u know it already 😜
All the contents of the messages from WhatsApp or text doesn't fit well on the screen, apart from this it does everything they claim! Kudos to the Zeb-fit team!",,3.9 
940,3.9 out of 5,"Zebronics has surprised me with this fitness band that has premium look and good display... Touch response is good and the watch faces r infinite I think!!! You can add your own wallpaper too... Notifications r instant and vibration is not irritating.. it keeps your phone at bay while driving and if u need to ignore the call u know it already 😜
All the contents of the messages from WhatsApp or text doesn't fit well on the screen, apart from this it does everything they claim! Kudos to the Zeb-fit team!",,3.9 
941,4.1 out of 5,"I was excited about this watch and purchased it on its launch day, there by making the worst mistake of my life.

10 reasonable reasons to avoid noise ultra and save 4.5k!

1 - Major issues are with watch faces it take years of time to apply a watch face from the app, once applied its stores in their volatile memory means if you again want to apply a new face from store the old one will vanish again from your history making it again wasting a lot of time to apply as their is no concept of my watch faces.This is the worst nightmare for any smartwatch user.
2 - watch faces have lot of bugs, not smooth. In my picture you can see the sleep display is merged with calories. Wake by lift wrist feature is not accurate, it does not work while you are sleeping.
3 - Attached in picture, if in your contacts some name is greater than 15 characters of string then when they call or msg their name will be blurred out as shown. So you need to cut down their name to get it notified.
4 - Very difficult to update the firmware as the software is filled with bugs, as you can see my watch was almost full charge still its not allowing to upgrade the firmware, saying battery has to be more than 30% of charge, again had to reset reinstall and repair.
5 - App keeps on crashing, so again reset reinstall and re pair.
6 - Not tested on android but the app heats and burn the ios when you sync the watch or apply watch faces, making the phone very hot.
7 - Their world clock timezones arrangement is not good, very difficult to fine us timezones and most of the central timezones are missing!
8 - Poor quality strap, had to use third party straps and touch lags like anything.
9 - No continuous spo2 monitoring and find my phone doesn’t work half of the times!
10 - Battery life is not upto mark as advertised.

Honest feedback:

Noise is only trying to copy aple smart watch from looks to accessories to watch faces, while doing that they have not done any kind of quality test or UAT.

Please do not fall for any positive reviews on utube as most of them are paid sponsored!

I got frustrated and switched to Huwaei band 6, please go for that, no issues so far and runs like a butter.

Also as customer i dont want to buy a watch and then give that company all the sweet time to fix their issues, they should do air tight testing before selling something in the market!

Regulators should check these kind of products as I felt cheated by purchasing this watch!

Update:

Noise customer support has reached out to me and they have agreed that they have bugs so gave me their complaint link PFB:

“sir actually watch is fine but we are working on an app so that why you are facing the problem sir really sorry for that and we are trying to share you a new update of the app”

And amazon has also replaced my watch but again almost same issues! :(

So guys noise as a brand is here to do false advertisement then take away customer’s money and invest in their new product there by leaving us here with this junkyard type product.

As a tech enthusiast all I can say, Please go for alternatives like huawei, mi, amazefit. (Not supporting Chinese products but at the same time cant use a made in india scam)",,4.1 
942,4.1 out of 5,"I was excited about this watch and purchased it on its launch day, there by making the worst mistake of my life.

10 reasonable reasons to avoid noise ultra and save 4.5k!

1 - Major issues are with watch faces it take years of time to apply a watch face from the app, once applied its stores in their volatile memory means if you again want to apply a new face from store the old one will vanish again from your history making it again wasting a lot of time to apply as their is no concept of my watch faces.This is the worst nightmare for any smartwatch user.
2 - watch faces have lot of bugs, not smooth. In my picture you can see the sleep display is merged with calories. Wake by lift wrist feature is not accurate, it does not work while you are sleeping.
3 - Attached in picture, if in your contacts some name is greater than 15 characters of string then when they call or msg their name will be blurred out as shown. So you need to cut down their name to get it notified.
4 - Very difficult to update the firmware as the software is filled with bugs, as you can see my watch was almost full charge still its not allowing to upgrade the firmware, saying battery has to be more than 30% of charge, again had to reset reinstall and repair.
5 - App keeps on crashing, so again reset reinstall and re pair.
6 - Not tested on android but the app heats and burn the ios when you sync the watch or apply watch faces, making the phone very hot.
7 - Their world clock timezones arrangement is not good, very difficult to fine us timezones and most of the central timezones are missing!
8 - Poor quality strap, had to use third party straps and touch lags like anything.
9 - No continuous spo2 monitoring and find my phone doesn’t work half of the times!
10 - Battery life is not upto mark as advertised.

Honest feedback:

Noise is only trying to copy aple smart watch from looks to accessories to watch faces, while doing that they have not done any kind of quality test or UAT.

Please do not fall for any positive reviews on utube as most of them are paid sponsored!

I got frustrated and switched to Huwaei band 6, please go for that, no issues so far and runs like a butter.

Also as customer i dont want to buy a watch and then give that company all the sweet time to fix their issues, they should do air tight testing before selling something in the market!

Regulators should check these kind of products as I felt cheated by purchasing this watch!

Update:

Noise customer support has reached out to me and they have agreed that they have bugs so gave me their complaint link PFB:

“sir actually watch is fine but we are working on an app so that why you are facing the problem sir really sorry for that and we are trying to share you a new update of the app”

And amazon has also replaced my watch but again almost same issues! :(

So guys noise as a brand is here to do false advertisement then take away customer’s money and invest in their new product there by leaving us here with this junkyard type product.

As a tech enthusiast all I can say, Please go for alternatives like huawei, mi, amazefit. (Not supporting Chinese products but at the same time cant use a made in india scam)",,4.1 
943,4.1 out of 5,"I was excited about this watch and purchased it on its launch day, there by making the worst mistake of my life.

10 reasonable reasons to avoid noise ultra and save 4.5k!

1 - Major issues are with watch faces it take years of time to apply a watch face from the app, once applied its stores in their volatile memory means if you again want to apply a new face from store the old one will vanish again from your history making it again wasting a lot of time to apply as their is no concept of my watch faces.This is the worst nightmare for any smartwatch user.
2 - watch faces have lot of bugs, not smooth. In my picture you can see the sleep display is merged with calories. Wake by lift wrist feature is not accurate, it does not work while you are sleeping.
3 - Attached in picture, if in your contacts some name is greater than 15 characters of string then when they call or msg their name will be blurred out as shown. So you need to cut down their name to get it notified.
4 - Very difficult to update the firmware as the software is filled with bugs, as you can see my watch was almost full charge still its not allowing to upgrade the firmware, saying battery has to be more than 30% of charge, again had to reset reinstall and repair.
5 - App keeps on crashing, so again reset reinstall and re pair.
6 - Not tested on android but the app heats and burn the ios when you sync the watch or apply watch faces, making the phone very hot.
7 - Their world clock timezones arrangement is not good, very difficult to fine us timezones and most of the central timezones are missing!
8 - Poor quality strap, had to use third party straps and touch lags like anything.
9 - No continuous spo2 monitoring and find my phone doesn’t work half of the times!
10 - Battery life is not upto mark as advertised.

Honest feedback:

Noise is only trying to copy aple smart watch from looks to accessories to watch faces, while doing that they have not done any kind of quality test or UAT.

Please do not fall for any positive reviews on utube as most of them are paid sponsored!

I got frustrated and switched to Huwaei band 6, please go for that, no issues so far and runs like a butter.

Also as customer i dont want to buy a watch and then give that company all the sweet time to fix their issues, they should do air tight testing before selling something in the market!

Regulators should check these kind of products as I felt cheated by purchasing this watch!

Update:

Noise customer support has reached out to me and they have agreed that they have bugs so gave me their complaint link PFB:

“sir actually watch is fine but we are working on an app so that why you are facing the problem sir really sorry for that and we are trying to share you a new update of the app”

And amazon has also replaced my watch but again almost same issues! :(

So guys noise as a brand is here to do false advertisement then take away customer’s money and invest in their new product there by leaving us here with this junkyard type product.

As a tech enthusiast all I can say, Please go for alternatives like huawei, mi, amazefit. (Not supporting Chinese products but at the same time cant use a made in india scam)",,4.1 
944,4.1 out of 5,"I was excited about this watch and purchased it on its launch day, there by making the worst mistake of my life.

10 reasonable reasons to avoid noise ultra and save 4.5k!

1 - Major issues are with watch faces it take years of time to apply a watch face from the app, once applied its stores in their volatile memory means if you again want to apply a new face from store the old one will vanish again from your history making it again wasting a lot of time to apply as their is no concept of my watch faces.This is the worst nightmare for any smartwatch user.
2 - watch faces have lot of bugs, not smooth. In my picture you can see the sleep display is merged with calories. Wake by lift wrist feature is not accurate, it does not work while you are sleeping.
3 - Attached in picture, if in your contacts some name is greater than 15 characters of string then when they call or msg their name will be blurred out as shown. So you need to cut down their name to get it notified.
4 - Very difficult to update the firmware as the software is filled with bugs, as you can see my watch was almost full charge still its not allowing to upgrade the firmware, saying battery has to be more than 30% of charge, again had to reset reinstall and repair.
5 - App keeps on crashing, so again reset reinstall and re pair.
6 - Not tested on android but the app heats and burn the ios when you sync the watch or apply watch faces, making the phone very hot.
7 - Their world clock timezones arrangement is not good, very difficult to fine us timezones and most of the central timezones are missing!
8 - Poor quality strap, had to use third party straps and touch lags like anything.
9 - No continuous spo2 monitoring and find my phone doesn’t work half of the times!
10 - Battery life is not upto mark as advertised.

Honest feedback:

Noise is only trying to copy aple smart watch from looks to accessories to watch faces, while doing that they have not done any kind of quality test or UAT.

Please do not fall for any positive reviews on utube as most of them are paid sponsored!

I got frustrated and switched to Huwaei band 6, please go for that, no issues so far and runs like a butter.

Also as customer i dont want to buy a watch and then give that company all the sweet time to fix their issues, they should do air tight testing before selling something in the market!

Regulators should check these kind of products as I felt cheated by purchasing this watch!

Update:

Noise customer support has reached out to me and they have agreed that they have bugs so gave me their complaint link PFB:

“sir actually watch is fine but we are working on an app so that why you are facing the problem sir really sorry for that and we are trying to share you a new update of the app”

And amazon has also replaced my watch but again almost same issues! :(

So guys noise as a brand is here to do false advertisement then take away customer’s money and invest in their new product there by leaving us here with this junkyard type product.

As a tech enthusiast all I can say, Please go for alternatives like huawei, mi, amazefit. (Not supporting Chinese products but at the same time cant use a made in india scam)",,4.1 
945,4.2 out of 5,"Best and ever budget smartwatch at preset. Trust me, i bought this after several research. Thanks to Amazon for on time delivery as well.",,4.2 
946,4.2 out of 5,"Best and ever budget smartwatch at preset. Trust me, i bought this after several research. Thanks to Amazon for on time delivery as well.",,4.2 
947,4.2 out of 5,"Best and ever budget smartwatch at preset. Trust me, i bought this after several research. Thanks to Amazon for on time delivery as well.",,4.2 
948,4.2 out of 5,"Best and ever budget smartwatch at preset. Trust me, i bought this after several research. Thanks to Amazon for on time delivery as well.",,4.2 
949,4 out of 5,"Round shaped & Tan Leather color gives premium look and strap is very comfortable. Display is excellent, can be viewed under direct sunlight. 24 sports modes, covers almost every exercise. Battery giving me more than 15 days of battery life.",,4 
950,4 out of 5,"Round shaped & Tan Leather color gives premium look and strap is very comfortable. Display is excellent, can be viewed under direct sunlight. 24 sports modes, covers almost every exercise. Battery giving me more than 15 days of battery life.",,4 
951,4 out of 5,"Round shaped & Tan Leather color gives premium look and strap is very comfortable. Display is excellent, can be viewed under direct sunlight. 24 sports modes, covers almost every exercise. Battery giving me more than 15 days of battery life.",,4 
952,4 out of 5,"Round shaped & Tan Leather color gives premium look and strap is very comfortable. Display is excellent, can be viewed under direct sunlight. 24 sports modes, covers almost every exercise. Battery giving me more than 15 days of battery life.",,4 
953,3.3 out of 5," Over all the best watch this segments and 3999rs of prices.
But...
The band is not green in color as seen in the picture.it is light green.
Calling awesome.
The calling speaker is good",,3.3 
954,3.3 out of 5," Over all the best watch this segments and 3999rs of prices.
But...
The band is not green in color as seen in the picture.it is light green.
Calling awesome.
The calling speaker is good",,3.3 
955,3.3 out of 5,"Play Video
 Over all the best watch this segments and 3999rs of prices.
But...
The band is not green in color as seen in the picture.it is light green.
Calling awesome.
The calling speaker is good",,3.3 
956,3.3 out of 5," Over all the best watch this segments and 3999rs of prices.
But...
The band is not green in color as seen in the picture.it is light green.
Calling awesome.
The calling speaker is good",,3.3 
957,4.6 out of 5,"I have been using this Case for more than a month.
I primilary use it to carry my Tissot Le Locle or Seiko SKX007.
It works great ! It can carry big Diver as well as small Formal watchs. I can safely keep em in carrying case and travel worry free.
Inside is very soft, Alcantara like material which is good.
I will be updating my review after 6 months.
Overall very good first impressions and good buy!
Like if you find this useful.",,4.6 
958,4.6 out of 5,"I have been using this Case for more than a month.
I primilary use it to carry my Tissot Le Locle or Seiko SKX007.
It works great ! It can carry big Diver as well as small Formal watchs. I can safely keep em in carrying case and travel worry free.
Inside is very soft, Alcantara like material which is good.
I will be updating my review after 6 months.
Overall very good first impressions and good buy!
Like if you find this useful.",,4.6 
959,4.6 out of 5,"I have been using this Case for more than a month.
I primilary use it to carry my Tissot Le Locle or Seiko SKX007.
It works great ! It can carry big Diver as well as small Formal watchs. I can safely keep em in carrying case and travel worry free.
Inside is very soft, Alcantara like material which is good.
I will be updating my review after 6 months.
Overall very good first impressions and good buy!
Like if you find this useful.",,4.6 
960,4.6 out of 5,"I have been using this Case for more than a month.
I primilary use it to carry my Tissot Le Locle or Seiko SKX007.
It works great ! It can carry big Diver as well as small Formal watchs. I can safely keep em in carrying case and travel worry free.
Inside is very soft, Alcantara like material which is good.
I will be updating my review after 6 months.
Overall very good first impressions and good buy!
Like if you find this useful.",,4.6 
961,4.3 out of 5,"This Fitbit Inspire 2 has actually inspired me to do my 10, 000 steps a day, and it's fun seeing your progress and active minutes in tangible, measurable data. It's also the most comfortable band I've ever worn- very soft, and even though it's all plastic, it's solid, high quality plastic. Band fits securely even on my skinny wrists. The app is OK; could be more intuitive, but you get used to it. It's nice being able to see my resting heart rate go down with regular exercise, and the menstrual cycle tracker is useful too- has accurately warned me a couple days before I start my period. Battery life is EXCELLENT; much better than my old Charge 2. Lasts 7-10 days easily if you don't work out every single day. It actually IS water and sweat resistant as it claims, doesn't get as sticky or uncomfortable as some other smart watches or fitness trackers.

There are a couple of things I don't like: the charger is proprietary, which means one more adapter and cable to pack instead of the widely used USB Type C. Also the squeeze to toggle modes function often activates when I bend my wrist backwards. I imagine this would be a dealbreaker if I did a lot of yoga, but even if you're playing racquet sports and wearing this on your non dominant hand, this shouldn't be an issue.

Apart from that, I really can't think of any downsides. Would recommend for people who want to maintain or build a good level of fitness and don't want to charge their device too often.",,4.3 
962,4.3 out of 5,"This Fitbit Inspire 2 has actually inspired me to do my 10, 000 steps a day, and it's fun seeing your progress and active minutes in tangible, measurable data. It's also the most comfortable band I've ever worn- very soft, and even though it's all plastic, it's solid, high quality plastic. Band fits securely even on my skinny wrists. The app is OK; could be more intuitive, but you get used to it. It's nice being able to see my resting heart rate go down with regular exercise, and the menstrual cycle tracker is useful too- has accurately warned me a couple days before I start my period. Battery life is EXCELLENT; much better than my old Charge 2. Lasts 7-10 days easily if you don't work out every single day. It actually IS water and sweat resistant as it claims, doesn't get as sticky or uncomfortable as some other smart watches or fitness trackers.

There are a couple of things I don't like: the charger is proprietary, which means one more adapter and cable to pack instead of the widely used USB Type C. Also the squeeze to toggle modes function often activates when I bend my wrist backwards. I imagine this would be a dealbreaker if I did a lot of yoga, but even if you're playing racquet sports and wearing this on your non dominant hand, this shouldn't be an issue.

Apart from that, I really can't think of any downsides. Would recommend for people who want to maintain or build a good level of fitness and don't want to charge their device too often.",,4.3 
963,4.3 out of 5,"This Fitbit Inspire 2 has actually inspired me to do my 10, 000 steps a day, and it's fun seeing your progress and active minutes in tangible, measurable data. It's also the most comfortable band I've ever worn- very soft, and even though it's all plastic, it's solid, high quality plastic. Band fits securely even on my skinny wrists. The app is OK; could be more intuitive, but you get used to it. It's nice being able to see my resting heart rate go down with regular exercise, and the menstrual cycle tracker is useful too- has accurately warned me a couple days before I start my period. Battery life is EXCELLENT; much better than my old Charge 2. Lasts 7-10 days easily if you don't work out every single day. It actually IS water and sweat resistant as it claims, doesn't get as sticky or uncomfortable as some other smart watches or fitness trackers.

There are a couple of things I don't like: the charger is proprietary, which means one more adapter and cable to pack instead of the widely used USB Type C. Also the squeeze to toggle modes function often activates when I bend my wrist backwards. I imagine this would be a dealbreaker if I did a lot of yoga, but even if you're playing racquet sports and wearing this on your non dominant hand, this shouldn't be an issue.

Apart from that, I really can't think of any downsides. Would recommend for people who want to maintain or build a good level of fitness and don't want to charge their device too often.",,4.3 
964,4.3 out of 5,"This Fitbit Inspire 2 has actually inspired me to do my 10, 000 steps a day, and it's fun seeing your progress and active minutes in tangible, measurable data. It's also the most comfortable band I've ever worn- very soft, and even though it's all plastic, it's solid, high quality plastic. Band fits securely even on my skinny wrists. The app is OK; could be more intuitive, but you get used to it. It's nice being able to see my resting heart rate go down with regular exercise, and the menstrual cycle tracker is useful too- has accurately warned me a couple days before I start my period. Battery life is EXCELLENT; much better than my old Charge 2. Lasts 7-10 days easily if you don't work out every single day. It actually IS water and sweat resistant as it claims, doesn't get as sticky or uncomfortable as some other smart watches or fitness trackers.

There are a couple of things I don't like: the charger is proprietary, which means one more adapter and cable to pack instead of the widely used USB Type C. Also the squeeze to toggle modes function often activates when I bend my wrist backwards. I imagine this would be a dealbreaker if I did a lot of yoga, but even if you're playing racquet sports and wearing this on your non dominant hand, this shouldn't be an issue.

Apart from that, I really can't think of any downsides. Would recommend for people who want to maintain or build a good level of fitness and don't want to charge their device too often.",,4.3 
965,4.2 out of 5,"I've switched over from the Galaxy Watch to the Versa 2. I've been using it for a few days and I'm certain that this is the best ""dumb"" smartwatch on the market right now. What do I mean by ""dumb""? I mean if you want your watch to show you notifications, track health and run a few basic apps (like Strava, Uber and Spotify in my case) then this is absolutely superb watch for you.

The watch looks beautiful. It's not oversized, and the smoke grey coloured version which I have looks amazing to my eye. You can mix & match any Versa compatible band with this phone.

There are more apps available on the Fitbit app store but the variety pales in comparison to the Google UI/Samsung Wearable/Apple Watch app stores. The apps I mainly use are Uber and Spotify. Both need to work through your phone, and can't work without your phone. There is no GPS inbuilt in the watch so when you call for an Uber or go for a run on Strava, you need your phone's GPS connection for the apps to work. Spotify plays music through your phone, but it can be controlled via your phone. Alexa integration on the phone is quite nice - however since there's no mic on the phone you have to read the responses. There are quite a few watch faces available too (several thousasnd), and I'm sure that's only going to increase with time. One thing to note is that you can't have multiple watch faces loaded on your phone and instantly switch between them on the go. Your Versa will save only 1 face at a time and every time you want to change it, it'll need to be done through the Fitbit app on your phone. All notifications come on your phone - WhatsApp/Telegram/Facebook/Twitter/Instagram etc and on the messaging apps you can even reply back to the notification via your phone/Alexa. Of course, you can see who's calling you and answer/decline it.

Coming to the main reason most people buy Fitbits - the health aspect. It is unparalleled when compared to the Galaxy Watch. Fitbit's interface for health, constant heartrate tracking, step count are far far better than Samsung's. The Fitbit App on your phone is also far more intuitive and easier to use than the eyesore that is the Samsung Wearable android app. Also there are a whole host of health apps for this watch which I haven't even checked out yet - Fitbit Coach, Gold's Gym AMP and many others.

The battery life - 7 to 8 days with constant connection to the phone, all day sync and about an hour's worth of exercise everyday. Do I need to say more? Nothing else on the market even comes close.

Final Thoughts:
If you're looking for a smartwatch with a focus on health tracking, view (and reply to some) notifications and some basic access to a few apps like Strava/Uber/Spotify, this is a fantastic watch to get. You can't go wrong. Battery life is phenomenal, and the Fitbit app is easier, much easier to use than the Samsungs. There are some limitations to the watch, when it comes to apps available, GPS connecitivity only via the phone and watch face selection. However, personally, even with my Galaxy Watch I found myself not using all the apps (seriously, why would I ever want to watch Youtube on my watch?). 9.5 out of 10 for me.",,4.2 
