,Ratings,Reviews
867,4.1,"At first i got a damaged product but flipkart was fast in arranging a replacement.
The replacement effort really increased my faith in online purchases.
Thank you flipkart.

Monitor is good at this price.
You can see some pixelation of text but images look fine.
If you are looking for a big screen at a low price and ready to compromise a little on text quality go for it."
868,4.4,"Its been a month with this gorgeous monitor and its an absolute pleasure for 1080p consumption. Games or movies whatever it is it's just pops out so pleasing to the eyes that you'll forget time. My purpose for buying this was to play games on it. Previously I was using Dell S2216h. That was great too but was missing the 144hz magic. So after ""GOOGLE-ING"" for 4 months I gave rest to my mind and ordered this at an attractive price of 17499 (to complete my gaming rig).
R5 3600
AsRock B450 gaming..."
869,4.5,"This one is absolutely perfect for work productivity. In terms of features, it has almost everything a developer needs😎. Adjustments are really great. Everything is superb at the price point. Apart from features, aesthitically very cool and pleasing to look at. Definitely worth buying. 👌"
870,4.5,Nice
871,4.4,Super Nice Looking Good Work Worth For Money And Goog Packing Conditions Thanks From Filpkart Gret Deal. 👌👌👌👌✌️✌️✌️🤘👍
872,4.3,"I always prefer Dell product and buying that from Flipkart is amazing fast , reliable ....just grab one can be used as CCTV monitor D2020H VGA+ HDMI port also available."
873,4.4,Awwssmmm worth it
874,3.8,"I bought this monitor after so much research of finding the best 24 inch IPS monitor. Here are the pros and cons.

Pros:
IPS screen provides better colour accuracy & wider viewing angle
3 side borderless screen provides that extra diagonal screen width unlike other monitors which provide 23.8 inch only instead of 24.
Better picture modes for different needs(Gaming, Cinema, Photo Editing etc)
Good refresh rate of 60 hz or 75 Hz with AMD freesync
Good Response time of 5ms


Cons:
Like every IP..."
875,4.5,"Bleeding Backlight on 2 sides but guess its expected with IPS panels.. And if you are into FPS games, do not get this.. Get an 24inch one.. 1080p on 27inch seems pretty dull..texts won't be crisp at all. But 100/100 rating to MSI for always being awesome 😊"
876,4.5,"Worth it ,Good HD monitor fully happy satisfied thank u flipkart"
877,4.4,"It's a very good product has good clarity, adequate refresh rate and is pretty reasonable priced. I want to specifically mention that though this does not have height adjustment,but INCLUDES TILT ADJUSTMENT. Please check for screws in the cavity of the notch in the stand you are attaching to the back of the monitor.,( They are under a black tape sometimes) else everything is worth the money"
878,4.5,Bloody good looking monitor. Got essential cables. Got at a fantastic price too. Currently playing in PS4 and works like a friggin charm. Movies are look so good. 60fps is more than enough. Speakers are non existent. The design is sooo good. It's sleek af. And it can be tilted so can be adjusted for perfect viewing angles. Best if you can get for around 6.5-7. I got it for 6. Go for it.
879,4.5,"I bought this monitor after so much research of finding the best 24 inch IPS monitor. Here are the pros and cons.

Pros:
IPS screen provides better colour accuracy & wider viewing angle
3 side borderless screen provides that extra diagonal screen width unlike other monitors which provide 23.8 inch only instead of 24.
Better picture modes for different needs(Gaming, Cinema, Photo Editing etc)
Good refresh rate of 60 hz or 75 Hz with AMD freesync
Good Response time of 5ms


Cons:
Like every IP..."
880,4.5,Really Nice..........worth of money
881,4.5,"good product , sound need to be improved , sound is given by company but not useful. but all other things are vary good , i love this product in this range
it is actually lcd moniter with led backlight, when black. colour comes on screen it looks too darker like almoded display"
882,4.1,"1. Color are vibrant and pictures are sharp.
2. Blacks are blacks, as good as a LED monitor can reproduce black. In day time it feels like an OLED black, at night you can see a bit of light as its an LED, but its really good keeping in mind that it's an LED panel.
3. The 75hz refresh rate makes it feel a bit snappier than regular 60hz monitors.
4. The thin bezels gives it a modern look."
883,4.5,Good
884,4.5,"Monitor is better then I expected!!!!

- Brightness is on point.

- Screen size is big enough to get your work done.

- Some times it lags if I use second screen as the projection mode but other than everything seems fine.

- The design is sleek and elegant and takes less space. Easy to install stand and setup provided in the back to accommodate wires."
885,4.5,"Good for the price with 10% discount.

Just a day of usage and it seems pretty good for the price. Colours and details are good. Blue light feature helps to reduce some eye strain.

Speakers are good but sound is low. No audio output available.

Overall satisfied..

Delivery was delayed by a day."
886,4.4,"It does the job.. Freesync 75hz is good but no big difference than 60hz. As it is 27inch big display and its only fullhd, You will happen to see every pixel texture and its clearly visible affect the picture quality. Nowadays we are used see full hd resolution in just 6 inch phone display so it is(Full HD Resolution) obviously not enough for 27inch monitor. I would recommend to go for below 21inch if it is full hd resolution.

Pros: big size screen,
2 hdmi port, cables included in box.
Bri..."
887,4.5,"1 Own 3 of these and I must say.....Benq is best at display...Really gives you paperlike feeling at reading mode. Reading text was never so better..On the other hand, the IPS panel of this gives you incredible display with decent black levels that we are used to.
If you buy these you will feel style dropping off from these.Its beautiful ;)...Loving it.
PLEASE NOTE: THIS IS AUSTRALIAN IMPORT SO NO INDIAN POWER CABLE.........................."
888,4.4,"First of all I would like to thank Flipkart for the superfast delivery on the committed time.
The product is awesome. Very catchy. The best part of it is its price point.
Picture quality is awesome, viewing angles are great. Overall a great piece of electronics.
The bezel is smooth and has got a great finish, Samsung you did a great job.
I recommend this monitor for average gaming, photo processing. Watching movies
in this curved immersive monitor is a great experience."
889,4.1,"This one is absolutely perfect for work productivity. In terms of features, it has almost everything a developer needs😎. Adjustments are really great. Everything is superb at the price point. Apart from features, aesthitically very cool and pleasing to look at. Definitely worth buying. 👌"
890,4.4,"This is the good one which I have choose from many other in the market.
1. Color quality is pretty good. And its good also who is working with colors.
2. 24"" size is perfect for coding.
3. You can adjust the flip.

Lack:
1. Refresh Rate: If this is more then better for this monitor, Why because when you watch the movies/ videos you can clearly see the frame response.
2. Speaker: Good to have small mono speakers."
891,4.4,Excellent monitor
892,4.5,The monitor was pretty awesome after upgrading from a 60hz monitor to a 165hz . I tried csgo and valorant it was a pretty huge difference you can also feel the smoothness and the colour contrast was awesome as it has a IPS panel quite awesome deal it is
893,5,"This one is absolutely perfect for work productivity. In terms of features, it has almost everything a developer needs😎. Adjustments are really great. Everything is superb at the price point. Apart from features, aesthitically very cool and pleasing to look at. Definitely worth buying. 👌"
894,4.5,"Monitor is better then I expected!!!!

- Brightness is on point.

- Screen size is big enough to get your work done.

- Some times it lags if I use second screen as the projection mode but other than everything seems fine.

- The design is sleek and elegant and takes less space. Easy to install stand and setup provided in the back to accommodate wires."
895,3.8,"I have returned this product since it's not working properly, but pick up is cancelled suddenly at last time.
I contact support team but they are saying policy date closed and they're not taking return this product, best don't prefer this product and the Flipkart also. they are cheating innocent people's."
896,4.4,"A very stylish and good monitor which is very comfortable to use. However, the volume of the inbuilt speaker is too low."
897,4.3,"The device is really nice and stand is sturdy as well.
Will totally recommend this for a multiple monitor setup since the bezels are really thin."
898,4.3,"It is a very average monitor, with very average specs.

Pros:
1. Cheap.. very cheap
2. 31.5 inches so quite big
3. 1080p so you can enjoy FHD (though you are better off with a 4K monitor)
4. Has both VGA and HDMI support (You also get a VGA cable)

Cons:
1. Quality is very cheap
2. The stand is not adjustable and has a very uncomfortable mechanism. It wobbles too much and does not fit well with the monitor. It has a place for four screws (which I suppose would have made it tighter and also co..."
899,4.2,"Awesome monitor for designers , editors . White color gives a premium look . Audio can be better . Other than that , everything is fine"
900,4.5,Good monitor and gaming amd sync amazing 75 hz refresh rate good for home tv use and computer and Android TV thank u flipkart and acer
901,4.7,"1 Own 3 of these and I must say.....Benq is best at display...Really gives you paperlike feeling at reading mode. Reading text was never so better..On the other hand, the IPS panel of this gives you incredible display with decent black levels that we are used to.
If you buy these you will feel style dropping off from these.Its beautiful ;)...Loving it.
PLEASE NOTE: THIS IS AUSTRALIAN IMPORT SO NO INDIAN POWER CABLE.........................."
902,4.3,Nice for gaming and good product
903,4.3,Wow wow 5 ⭐⭐⭐⭐⭐
904,4.5,"Ekart is very promt., but the display not dat much satisfactory., it has a heavy back light bleed., but overall its a good monitor., its not a great monitor for consoles but good for pc gaming., exterior built quLity is pretty good., and onboard audio out and menu controlling navigation is pretty much awesome.. i recomend it for pc gaming and watching movies"
905,4.8,A good LED monitor. Best in 27 inch
906,4.5,"The monitor was superb picture quality
In one day i love with this monitor"
907,4.2,"I bought this in a Dussehra Sale. It really has good picture quality and giving me great experience while work. Has many features like auto refresh rate, Eco mode etc.
I recommend to Go for it.

I will update my review after 3 months of usage."
908,4.2,First thing first monitor awesome 144hz great for my PC Intel i5 9400f with nvidia GeForce 1650 works like charms my opinion is great budget friendly performance wise fantastic
909,4.2,"At first i got a damaged product but flipkart was fast in arranging a replacement.
The replacement effort really increased my faith in online purchases.
Thank you flipkart.

Monitor is good at this price.
You can see some pixelation of text but images look fine.
If you are looking for a big screen at a low price and ready to compromise a little on text quality go for it."
910,4.3,"At first i got a damaged product but flipkart was fast in arranging a replacement.
The replacement effort really increased my faith in online purchases.
Thank you flipkart.

Monitor is good at this price.
You can see some pixelation of text but images look fine.
If you are looking for a big screen at a low price and ready to compromise a little on text quality go for it."
911,4.4,"Its been a month with this gorgeous monitor and its an absolute pleasure for 1080p consumption. Games or movies whatever it is it's just pops out so pleasing to the eyes that you'll forget time. My purpose for buying this was to play games on it. Previously I was using Dell S2216h. That was great too but was missing the 144hz magic. So after ""GOOGLE-ING"" for 4 months I gave rest to my mind and ordered this at an attractive price of 17499 (to complete my gaming rig).
R5 3600
AsRock B450 gaming..."
912,4.5,"This one is absolutely perfect for work productivity. In terms of features, it has almost everything a developer needs😎. Adjustments are really great. Everything is superb at the price point. Apart from features, aesthitically very cool and pleasing to look at. Definitely worth buying. 👌"
913,4.6,Nice
914,4.1,Super Nice Looking Good Work Worth For Money And Goog Packing Conditions Thanks From Filpkart Gret Deal. 👌👌👌👌✌️✌️✌️🤘👍
915,4.4,"I always prefer Dell product and buying that from Flipkart is amazing fast , reliable ....just grab one can be used as CCTV monitor D2020H VGA+ HDMI port also available."
916,4.5,Awwssmmm worth it
917,4.5,"I bought this monitor after so much research of finding the best 24 inch IPS monitor. Here are the pros and cons.

Pros:
IPS screen provides better colour accuracy & wider viewing angle
3 side borderless screen provides that extra diagonal screen width unlike other monitors which provide 23.8 inch only instead of 24.
Better picture modes for different needs(Gaming, Cinema, Photo Editing etc)
Good refresh rate of 60 hz or 75 Hz with AMD freesync
Good Response time of 5ms


Cons:
Like every IP..."
918,4.4,"Bleeding Backlight on 2 sides but guess its expected with IPS panels.. And if you are into FPS games, do not get this.. Get an 24inch one.. 1080p on 27inch seems pretty dull..texts won't be crisp at all. But 100/100 rating to MSI for always being awesome 😊"
919,4.3,"Worth it ,Good HD monitor fully happy satisfied thank u flipkart"
920,4.4,"It's a very good product has good clarity, adequate refresh rate and is pretty reasonable priced. I want to specifically mention that though this does not have height adjustment,but INCLUDES TILT ADJUSTMENT. Please check for screws in the cavity of the notch in the stand you are attaching to the back of the monitor.,( They are under a black tape sometimes) else everything is worth the money"
921,3.8,Bloody good looking monitor. Got essential cables. Got at a fantastic price too. Currently playing in PS4 and works like a friggin charm. Movies are look so good. 60fps is more than enough. Speakers are non existent. The design is sooo good. It's sleek af. And it can be tilted so can be adjusted for perfect viewing angles. Best if you can get for around 6.5-7. I got it for 6. Go for it.
922,4.5,"I bought this monitor after so much research of finding the best 24 inch IPS monitor. Here are the pros and cons.

Pros:
IPS screen provides better colour accuracy & wider viewing angle
3 side borderless screen provides that extra diagonal screen width unlike other monitors which provide 23.8 inch only instead of 24.
Better picture modes for different needs(Gaming, Cinema, Photo Editing etc)
Good refresh rate of 60 hz or 75 Hz with AMD freesync
Good Response time of 5ms


Cons:
Like every IP..."
923,4.5,Really Nice..........worth of money
924,4.4,"good product , sound need to be improved , sound is given by company but not useful. but all other things are vary good , i love this product in this range
it is actually lcd moniter with led backlight, when black. colour comes on screen it looks too darker like almoded display"
925,4.5,"1. Color are vibrant and pictures are sharp.
2. Blacks are blacks, as good as a LED monitor can reproduce black. In day time it feels like an OLED black, at night you can see a bit of light as its an LED, but its really good keeping in mind that it's an LED panel.
3. The 75hz refresh rate makes it feel a bit snappier than regular 60hz monitors.
4. The thin bezels gives it a modern look."
926,4.5,Good
927,4.5,"Monitor is better then I expected!!!!

- Brightness is on point.

- Screen size is big enough to get your work done.

- Some times it lags if I use second screen as the projection mode but other than everything seems fine.

- The design is sleek and elegant and takes less space. Easy to install stand and setup provided in the back to accommodate wires."
928,4.5,"Good for the price with 10% discount.

Just a day of usage and it seems pretty good for the price. Colours and details are good. Blue light feature helps to reduce some eye strain.

Speakers are good but sound is low. No audio output available.

Overall satisfied..

Delivery was delayed by a day."
929,4.5,"It does the job.. Freesync 75hz is good but no big difference than 60hz. As it is 27inch big display and its only fullhd, You will happen to see every pixel texture and its clearly visible affect the picture quality. Nowadays we are used see full hd resolution in just 6 inch phone display so it is(Full HD Resolution) obviously not enough for 27inch monitor. I would recommend to go for below 21inch if it is full hd resolution.

Pros: big size screen,
2 hdmi port, cables included in box.
Bri..."
930,4.5,"1 Own 3 of these and I must say.....Benq is best at display...Really gives you paperlike feeling at reading mode. Reading text was never so better..On the other hand, the IPS panel of this gives you incredible display with decent black levels that we are used to.
If you buy these you will feel style dropping off from these.Its beautiful ;)...Loving it.
PLEASE NOTE: THIS IS AUSTRALIAN IMPORT SO NO INDIAN POWER CABLE.........................."
931,4.5,"First of all I would like to thank Flipkart for the superfast delivery on the committed time.
The product is awesome. Very catchy. The best part of it is its price point.
Picture quality is awesome, viewing angles are great. Overall a great piece of electronics.
The bezel is smooth and has got a great finish, Samsung you did a great job.
I recommend this monitor for average gaming, photo processing. Watching movies
in this curved immersive monitor is a great experience."
932,4.4,"This one is absolutely perfect for work productivity. In terms of features, it has almost everything a developer needs😎. Adjustments are really great. Everything is superb at the price point. Apart from features, aesthitically very cool and pleasing to look at. Definitely worth buying. 👌"
933,4.5,"This is the good one which I have choose from many other in the market.
1. Color quality is pretty good. And its good also who is working with colors.
2. 24"" size is perfect for coding.
3. You can adjust the flip.

Lack:
1. Refresh Rate: If this is more then better for this monitor, Why because when you watch the movies/ videos you can clearly see the frame response.
2. Speaker: Good to have small mono speakers."
934,4.4,Excellent monitor
935,4.1,The monitor was pretty awesome after upgrading from a 60hz monitor to a 165hz . I tried csgo and valorant it was a pretty huge difference you can also feel the smoothness and the colour contrast was awesome as it has a IPS panel quite awesome deal it is
936,4.4,"This one is absolutely perfect for work productivity. In terms of features, it has almost everything a developer needs😎. Adjustments are really great. Everything is superb at the price point. Apart from features, aesthitically very cool and pleasing to look at. Definitely worth buying. 👌"
937,4.4,"Monitor is better then I expected!!!!

- Brightness is on point.

- Screen size is big enough to get your work done.

- Some times it lags if I use second screen as the projection mode but other than everything seems fine.

- The design is sleek and elegant and takes less space. Easy to install stand and setup provided in the back to accommodate wires."
938,4.5,"I have returned this product since it's not working properly, but pick up is cancelled suddenly at last time.
I contact support team but they are saying policy date closed and they're not taking return this product, best don't prefer this product and the Flipkart also. they are cheating innocent people's."
939,5,"A very stylish and good monitor which is very comfortable to use. However, the volume of the inbuilt speaker is too low."
940,4.5,"The device is really nice and stand is sturdy as well.
Will totally recommend this for a multiple monitor setup since the bezels are really thin."
941,3.8,"It is a very average monitor, with very average specs.

Pros:
1. Cheap.. very cheap
2. 31.5 inches so quite big
3. 1080p so you can enjoy FHD (though you are better off with a 4K monitor)
4. Has both VGA and HDMI support (You also get a VGA cable)

Cons:
1. Quality is very cheap
2. The stand is not adjustable and has a very uncomfortable mechanism. It wobbles too much and does not fit well with the monitor. It has a place for four screws (which I suppose would have made it tighter and also co..."
942,4.4,"Awesome monitor for designers , editors . White color gives a premium look . Audio can be better . Other than that , everything is fine"
943,4.3,Good monitor and gaming amd sync amazing 75 hz refresh rate good for home tv use and computer and Android TV thank u flipkart and acer
944,4.3,"1 Own 3 of these and I must say.....Benq is best at display...Really gives you paperlike feeling at reading mode. Reading text was never so better..On the other hand, the IPS panel of this gives you incredible display with decent black levels that we are used to.
If you buy these you will feel style dropping off from these.Its beautiful ;)...Loving it.
PLEASE NOTE: THIS IS AUSTRALIAN IMPORT SO NO INDIAN POWER CABLE.........................."
945,4.2,Nice for gaming and good product
946,4.5,Wow wow 5 ⭐⭐⭐⭐⭐
947,4.7,"Ekart is very promt., but the display not dat much satisfactory., it has a heavy back light bleed., but overall its a good monitor., its not a great monitor for consoles but good for pc gaming., exterior built quLity is pretty good., and onboard audio out and menu controlling navigation is pretty much awesome.. i recomend it for pc gaming and watching movies"
948,4.3,A good LED monitor. Best in 27 inch
949,4.3,"The monitor was superb picture quality
In one day i love with this monitor"
950,4.5,"I bought this in a Dussehra Sale. It really has good picture quality and giving me great experience while work. Has many features like auto refresh rate, Eco mode etc.
I recommend to Go for it.

I will update my review after 3 months of usage."
951,4.8,First thing first monitor awesome 144hz great for my PC Intel i5 9400f with nvidia GeForce 1650 works like charms my opinion is great budget friendly performance wise fantastic
952,4.5,"At first i got a damaged product but flipkart was fast in arranging a replacement.
The replacement effort really increased my faith in online purchases.
Thank you flipkart.

Monitor is good at this price.
You can see some pixelation of text but images look fine.
If you are looking for a big screen at a low price and ready to compromise a little on text quality go for it."
953,4.2,"At first i got a damaged product but flipkart was fast in arranging a replacement.
The replacement effort really increased my faith in online purchases.
Thank you flipkart.

Monitor is good at this price.
You can see some pixelation of text but images look fine.
If you are looking for a big screen at a low price and ready to compromise a little on text quality go for it."
954,4.2,"Its been a month with this gorgeous monitor and its an absolute pleasure for 1080p consumption. Games or movies whatever it is it's just pops out so pleasing to the eyes that you'll forget time. My purpose for buying this was to play games on it. Previously I was using Dell S2216h. That was great too but was missing the 144hz magic. So after ""GOOGLE-ING"" for 4 months I gave rest to my mind and ordered this at an attractive price of 17499 (to complete my gaming rig).
R5 3600
AsRock B450 gaming..."
955,4.2,"This one is absolutely perfect for work productivity. In terms of features, it has almost everything a developer needs😎. Adjustments are really great. Everything is superb at the price point. Apart from features, aesthitically very cool and pleasing to look at. Definitely worth buying. 👌"
956,4.3,Nice
957,4.4,Super Nice Looking Good Work Worth For Money And Goog Packing Conditions Thanks From Filpkart Gret Deal. 👌👌👌👌✌️✌️✌️🤘👍
958,4.5,"I always prefer Dell product and buying that from Flipkart is amazing fast , reliable ....just grab one can be used as CCTV monitor D2020H VGA+ HDMI port also available."
959,4.6,Awwssmmm worth it
960,4.1,"I bought this monitor after so much research of finding the best 24 inch IPS monitor. Here are the pros and cons.

Pros:
IPS screen provides better colour accuracy & wider viewing angle
3 side borderless screen provides that extra diagonal screen width unlike other monitors which provide 23.8 inch only instead of 24.
Better picture modes for different needs(Gaming, Cinema, Photo Editing etc)
Good refresh rate of 60 hz or 75 Hz with AMD freesync
Good Response time of 5ms


Cons:
Like every IP..."
961,4.4,"Bleeding Backlight on 2 sides but guess its expected with IPS panels.. And if you are into FPS games, do not get this.. Get an 24inch one.. 1080p on 27inch seems pretty dull..texts won't be crisp at all. But 100/100 rating to MSI for always being awesome 😊"
962,4.5,"Worth it ,Good HD monitor fully happy satisfied thank u flipkart"
963,4.5,"It's a very good product has good clarity, adequate refresh rate and is pretty reasonable priced. I want to specifically mention that though this does not have height adjustment,but INCLUDES TILT ADJUSTMENT. Please check for screws in the cavity of the notch in the stand you are attaching to the back of the monitor.,( They are under a black tape sometimes) else everything is worth the money"
964,4.4,Bloody good looking monitor. Got essential cables. Got at a fantastic price too. Currently playing in PS4 and works like a friggin charm. Movies are look so good. 60fps is more than enough. Speakers are non existent. The design is sooo good. It's sleek af. And it can be tilted so can be adjusted for perfect viewing angles. Best if you can get for around 6.5-7. I got it for 6. Go for it.
965,4.3,"I bought this monitor after so much research of finding the best 24 inch IPS monitor. Here are the pros and cons.

Pros:
IPS screen provides better colour accuracy & wider viewing angle
3 side borderless screen provides that extra diagonal screen width unlike other monitors which provide 23.8 inch only instead of 24.
Better picture modes for different needs(Gaming, Cinema, Photo Editing etc)
Good refresh rate of 60 hz or 75 Hz with AMD freesync
Good Response time of 5ms


Cons:
Like every IP..."
966,4.4,Really Nice..........worth of money
967,3.8,"good product , sound need to be improved , sound is given by company but not useful. but all other things are vary good , i love this product in this range
it is actually lcd moniter with led backlight, when black. colour comes on screen it looks too darker like almoded display"
968,4.5,"1. Color are vibrant and pictures are sharp.
2. Blacks are blacks, as good as a LED monitor can reproduce black. In day time it feels like an OLED black, at night you can see a bit of light as its an LED, but its really good keeping in mind that it's an LED panel.
3. The 75hz refresh rate makes it feel a bit snappier than regular 60hz monitors.
4. The thin bezels gives it a modern look."
969,4.5,Good
970,4.4,"Monitor is better then I expected!!!!

- Brightness is on point.

- Screen size is big enough to get your work done.

- Some times it lags if I use second screen as the projection mode but other than everything seems fine.

- The design is sleek and elegant and takes less space. Easy to install stand and setup provided in the back to accommodate wires."
971,4.5,"Good for the price with 10% discount.

Just a day of usage and it seems pretty good for the price. Colours and details are good. Blue light feature helps to reduce some eye strain.

Speakers are good but sound is low. No audio output available.

Overall satisfied..

Delivery was delayed by a day."
972,4.5,"It does the job.. Freesync 75hz is good but no big difference than 60hz. As it is 27inch big display and its only fullhd, You will happen to see every pixel texture and its clearly visible affect the picture quality. Nowadays we are used see full hd resolution in just 6 inch phone display so it is(Full HD Resolution) obviously not enough for 27inch monitor. I would recommend to go for below 21inch if it is full hd resolution.

Pros: big size screen,
2 hdmi port, cables included in box.
Bri..."
973,4.5,"1 Own 3 of these and I must say.....Benq is best at display...Really gives you paperlike feeling at reading mode. Reading text was never so better..On the other hand, the IPS panel of this gives you incredible display with decent black levels that we are used to.
If you buy these you will feel style dropping off from these.Its beautiful ;)...Loving it.
PLEASE NOTE: THIS IS AUSTRALIAN IMPORT SO NO INDIAN POWER CABLE.........................."
974,4.5,"First of all I would like to thank Flipkart for the superfast delivery on the committed time.
The product is awesome. Very catchy. The best part of it is its price point.
Picture quality is awesome, viewing angles are great. Overall a great piece of electronics.
The bezel is smooth and has got a great finish, Samsung you did a great job.
I recommend this monitor for average gaming, photo processing. Watching movies
in this curved immersive monitor is a great experience."
975,4.1,"This one is absolutely perfect for work productivity. In terms of features, it has almost everything a developer needs😎. Adjustments are really great. Everything is superb at the price point. Apart from features, aesthitically very cool and pleasing to look at. Definitely worth buying. 👌"
976,4.5,"This is the good one which I have choose from many other in the market.
1. Color quality is pretty good. And its good also who is working with colors.
2. 24"" size is perfect for coding.
3. You can adjust the flip.

Lack:
1. Refresh Rate: If this is more then better for this monitor, Why because when you watch the movies/ videos you can clearly see the frame response.
2. Speaker: Good to have small mono speakers."
977,4.5,Excellent monitor
978,4.5,The monitor was pretty awesome after upgrading from a 60hz monitor to a 165hz . I tried csgo and valorant it was a pretty huge difference you can also feel the smoothness and the colour contrast was awesome as it has a IPS panel quite awesome deal it is
979,4.4,"This one is absolutely perfect for work productivity. In terms of features, it has almost everything a developer needs😎. Adjustments are really great. Everything is superb at the price point. Apart from features, aesthitically very cool and pleasing to look at. Definitely worth buying. 👌"
980,4.5,"Monitor is better then I expected!!!!

- Brightness is on point.

- Screen size is big enough to get your work done.

- Some times it lags if I use second screen as the projection mode but other than everything seems fine.

- The design is sleek and elegant and takes less space. Easy to install stand and setup provided in the back to accommodate wires."
981,4.4,"I have returned this product since it's not working properly, but pick up is cancelled suddenly at last time.
I contact support team but they are saying policy date closed and they're not taking return this product, best don't prefer this product and the Flipkart also. they are cheating innocent people's."
982,4.1,"A very stylish and good monitor which is very comfortable to use. However, the volume of the inbuilt speaker is too low."
983,4.4,"The device is really nice and stand is sturdy as well.
Will totally recommend this for a multiple monitor setup since the bezels are really thin."
984,4.4,"It is a very average monitor, with very average specs.

Pros:
1. Cheap.. very cheap
2. 31.5 inches so quite big
3. 1080p so you can enjoy FHD (though you are better off with a 4K monitor)
4. Has both VGA and HDMI support (You also get a VGA cable)

Cons:
1. Quality is very cheap
2. The stand is not adjustable and has a very uncomfortable mechanism. It wobbles too much and does not fit well with the monitor. It has a place for four screws (which I suppose would have made it tighter and also co..."
985,4.5,"Awesome monitor for designers , editors . White color gives a premium look . Audio can be better . Other than that , everything is fine"
986,5,Good monitor and gaming amd sync amazing 75 hz refresh rate good for home tv use and computer and Android TV thank u flipkart and acer
987,4.5,"1 Own 3 of these and I must say.....Benq is best at display...Really gives you paperlike feeling at reading mode. Reading text was never so better..On the other hand, the IPS panel of this gives you incredible display with decent black levels that we are used to.
If you buy these you will feel style dropping off from these.Its beautiful ;)...Loving it.
PLEASE NOTE: THIS IS AUSTRALIAN IMPORT SO NO INDIAN POWER CABLE.........................."
988,3.8,Nice for gaming and good product
989,4.4,Wow wow 5 ⭐⭐⭐⭐⭐
990,4.3,"Ekart is very promt., but the display not dat much satisfactory., it has a heavy back light bleed., but overall its a good monitor., its not a great monitor for consoles but good for pc gaming., exterior built quLity is pretty good., and onboard audio out and menu controlling navigation is pretty much awesome.. i recomend it for pc gaming and watching movies"
991,4.3,A good LED monitor. Best in 27 inch
992,4.2,"The monitor was superb picture quality
In one day i love with this monitor"
993,4.5,"I bought this in a Dussehra Sale. It really has good picture quality and giving me great experience while work. Has many features like auto refresh rate, Eco mode etc.
I recommend to Go for it.

I will update my review after 3 months of usage."
994,4.7,First thing first monitor awesome 144hz great for my PC Intel i5 9400f with nvidia GeForce 1650 works like charms my opinion is great budget friendly performance wise fantastic
995,4.3,"At first i got a damaged product but flipkart was fast in arranging a replacement.
The replacement effort really increased my faith in online purchases.
Thank you flipkart.

Monitor is good at this price.
You can see some pixelation of text but images look fine.
If you are looking for a big screen at a low price and ready to compromise a little on text quality go for it."
996,4.3,"At first i got a damaged product but flipkart was fast in arranging a replacement.
The replacement effort really increased my faith in online purchases.
Thank you flipkart.

Monitor is good at this price.
You can see some pixelation of text but images look fine.
If you are looking for a big screen at a low price and ready to compromise a little on text quality go for it."
997,4.5,"Its been a month with this gorgeous monitor and its an absolute pleasure for 1080p consumption. Games or movies whatever it is it's just pops out so pleasing to the eyes that you'll forget time. My purpose for buying this was to play games on it. Previously I was using Dell S2216h. That was great too but was missing the 144hz magic. So after ""GOOGLE-ING"" for 4 months I gave rest to my mind and ordered this at an attractive price of 17499 (to complete my gaming rig).
R5 3600
AsRock B450 gaming..."
998,4.8,"This one is absolutely perfect for work productivity. In terms of features, it has almost everything a developer needs😎. Adjustments are really great. Everything is superb at the price point. Apart from features, aesthitically very cool and pleasing to look at. Definitely worth buying. 👌"
999,4.5,"Best screen resolution, best price...
Got the delivery in 2 days... Very fast delivery."
1000,4.2,Super Nice Looking Good Work Worth For Money And Goog Packing Conditions Thanks From Filpkart Gret Deal. 👌👌👌👌✌️✌️✌️🤘👍
1001,4.2,"I always prefer Dell product and buying that from Flipkart is amazing fast , reliable ....just grab one can be used as CCTV monitor D2020H VGA+ HDMI port also available."
1002,4.2,Awwssmmm worth it
1003,4.3,"I bought this monitor after so much research of finding the best 24 inch IPS monitor. Here are the pros and cons.

Pros:
IPS screen provides better colour accuracy & wider viewing angle
3 side borderless screen provides that extra diagonal screen width unlike other monitors which provide 23.8 inch only instead of 24.
Better picture modes for different needs(Gaming, Cinema, Photo Editing etc)
Good refresh rate of 60 hz or 75 Hz with AMD freesync
Good Response time of 5ms


Cons:
Like every IP..."
1004,4.4,"Bleeding Backlight on 2 sides but guess its expected with IPS panels.. And if you are into FPS games, do not get this.. Get an 24inch one.. 1080p on 27inch seems pretty dull..texts won't be crisp at all. But 100/100 rating to MSI for always being awesome 😊"
1005,4.5,"Worth it ,Good HD monitor fully happy satisfied thank u flipkart"
1006,4.6,"It's a very good product has good clarity, adequate refresh rate and is pretty reasonable priced. I want to specifically mention that though this does not have height adjustment,but INCLUDES TILT ADJUSTMENT. Please check for screws in the cavity of the notch in the stand you are attaching to the back of the monitor.,( They are under a black tape sometimes) else everything is worth the money"
1007,4.1,Bloody good looking monitor. Got essential cables. Got at a fantastic price too. Currently playing in PS4 and works like a friggin charm. Movies are look so good. 60fps is more than enough. Speakers are non existent. The design is sooo good. It's sleek af. And it can be tilted so can be adjusted for perfect viewing angles. Best if you can get for around 6.5-7. I got it for 6. Go for it.
