,Ratings,Reviews
944,4.4,"Battery: 3.5/5
Display: 4/5
Performance: 5/5
Design: 4.5/5
Value for money: 4.3/5

•Buy ssd with hhd it's perfect combination

•if you want best performance buy 512 ssd & if want more storage buy hhd laptop

•if you buy 512gb ssd it's too good but you need extra hhd or other storage stuff.

•allover just amazing laptop. Love it!❣"
945,4,Battery is not so good.full Battery will last only 4 hours
946,4.5,Excellent 👌 leptop
947,4.8,"Flipkart just took 2 days to deliver the product.
I have used it now for just few hours, so here is the first impressions....
Battery is great as of now.
Display is great... vibrant and crisp.
i3 11 th gen handles everything too easily.
SSD is toooo fast...i have made a partition of 175gb for c drive.
Design is also great.
Comes with genuine windows 10 and ms office home & student 2019.
As of now.... everything is great. Now let's see what happens after some time, I'll edit the review after ..."
948,4.4,Stylish laptop
949,4.3,From past 10 months I'm searching for a best Gaming Laptop. Today I found it and I can say my choice is perfect. Mind-blowing Gaming Laptop at a reasonable price. Very fast booting(with in a blink of eye). Many people have a dream to become a gamer.. but due to high price everyone cannot afford a gaming laptop. But MSI made it possible with this low price and high specifications. Without any second thought we can buy it. I had a few doubts about the laptop and msi customer service cleared all...
950,4.3,"Easily one of the most valuable & wonderful gaming laptops out there.

If you are a business user who wants more battery backup, portability & laptop for basic business requirements, then this is not for you.

A few things to know if you are purchasing a gaming laptop for the first time.

- Cooling system is very important for gaming laptop.
- Battery backup is adequate. However, it can be optimised if you work more than play.
- Fans run quiety to moderately all the time. Somewhere you c..."
951,4.1,Worth of money
952,4.4,Sound is very clear song play excellent i like very much thanks hp best price and performance good including Alexa also available.i like so much tq
953,4.7,"The Specifications are good wrt to price. How does it deliver? Well first day review, design and colour nice. Windows 11 is better than 10 with easy accessibility. Wake up time is too good. Battery should last approximately 5-7 hrs with background downloads and a bit browsing. If looking for a quality display this is probably not the laptop, go for realme or mi. Display is good for our daily work. Build quality is good. MS Office is additional bonus and a must have with laptops. I think aud..."
954,4.4,"Nice product light wight , very good sound quality, 15.6 HD display very nice , fast performance speed wise SSD 256,
Value for money."
955,4.4,"I used this laptop last 1 month and now I'll give this feedback...This acer aspire 5 i5 11th Gen lap looks awesome compare than others ..Y ??? 👇
🔆DESIGN : This laptop is designed for multitask performance...Yeah , Design wise it looks too awesome . And it look too slim and easy to carry.
🔆PERFORMANCE : It is not the perfect one for gaming . But v can do multitasking like running many tabs and also perfect for codings .
🔆BATTERY : Good ...It standsback 5 hrs (normal use) and 3 hrs (Heavy ..."
956,4.3,"Webcam quality is extremely poor. Build quality is poor. Keyboard is mediocre. If you have large hands like me than avoid this laptop. Always check product like laptop in person that you will be using on daily basis for personal and professional purposes before making purchase.

This laptop is not recommended for coding purposes. Keyboard is extremely fragile.

Laptop body is magnet for greasy smudges. Better opt for metal body laptop."
957,4.1,"I have used this laptop for one week and my observations are as below.
1. It took 90 to 100 min to charge from 10% to 100%. ( 5 times tested)

2. Battery backup is approx 190 min to 210 min as per this usage => Full brightness, Hotspot in use, Only slideshow application run.
(8 times tested)

3. After buying this product I have registered it on the HP website and it is found the legal product.

4. Keyboard is very very smooth.

5. Sound quality is also good.

6. Refresh rate is also good.
..."
958,4.5,"First time I have purchased a laptop which had no reviews at all in Flipkart, but just gone thru the specs and details mentioned on website. These specs are awesome at this price, mostly you get all pros in terms of light weight, premium finish, and speed.
Very few cons it have like no extra RAM slot but you can replace with 32GB RAM, No MS office and Low speaker volume due to speakers located under the laptop.

Great to buy, got this at 40,990 at BBD"
959,4.6,"After all the specs u already know....and after using it continuously for a day....let's dive into performance

It is a beast....installed all the softwares of need....plus autocad and revit....for those who don't know about this.... it's an Engineering related software....demands very high CPU & GPU....and it was opening the zipped files like hot knife through butter...and then performing smoothly....for anyone with doubt about it....Go for it !!8

Then installed GTA V....of course had to......"
960,4.1,"I am writing this review after using the laptop for 4 Months and these are my observations.

Pros
1. Camera is HD like Really.
2. Connectivity is good.
3. Display is decent 4/5
4. Battery is 8 Hours (Really)
5.specs are cool according to the Price
6. Comes with original Microsoft and Windows
7. Also McAfee anti-virus is pre installed.


Cons.
Nothing as major"
961,4.4,"A bit expensive when we compare with today's intel (11th gen) or AMD (Ryzen 5th gen) based windows Laptops with RTX 30 Graphics but this Apple M1 in terms of overall performance, it is far beyond what windows laptops can offer in same segment.

I won't compare it with windows laptops as we all are aware of it. This is more about M1 chip. People are worried about buying M1 version because of compatibility issues.
Don't worry, this processor is so powerful and in terms of compatibility, this ..."
962,4.3,"One of the best Laptop in this range. It is best in every types of uses.
Gaming performance is awesome 😎❤️❤️
Perfect product and is Valuable for money."
963,4.3,A good laptop for college student ..average battery life ..semi metallic body.and the sound quality is very good.there is no heating issue while normal performance like coding and all...got it for 64000 during laptop sale....in this budget very good fully packed laptop ..it has another cool feature that is privacy shutter on web cam.....overall a good laptop. Can go for it if u r a college student
964,4.5,Fantastic
965,4.2,"Everything is cool to have this laptop for 51k but too heavy to carry outdoor.
Performance is good and charger weights approximate to the laptop's weight and charging is too delayed for 3hrs.
But works very smart with the latest features."
966,4.1,"Webcam quality is extremely poor. Build quality is poor. Keyboard is mediocre. If you have large hands like me than avoid this laptop. Always check product like laptop in person that you will be using on daily basis for personal and professional purposes before making purchase.

This laptop is not recommended for coding purposes. Keyboard is extremely fragile.

Laptop body is magnet for greasy smudges. Better opt for metal body laptop."
967,4.4,"Best product for those who loves cute laptop
Very smooth performance
Best sound quality
Built quality 10/10
it takes below 2 hours for full charge. And lasts for 20 hours for normal use"
968,4.5,"What an amazing performance. Buttery smooth. i7 with 16gb ram and 1tb ssd is a killer combination. If you're not a heavy gamer, this is a straight no brainer. No other laptop matches this price to performance / spec ratio.

- Boots up in less than 5 seconds
- Plays anything effortlessly
- Good SSD write speed. Was able to transfer files worth 45gb in less than 5 mins from ext hdd at an average speed of 115mbps
- Good display with good viewing angles.
- Great typing experience although visibi..."
969,4.5,"One of the best if you are looking out for a laptop for coding.
I have tried running SOLR servers and working parrallel with tomcat servers running on eclipse and it works damn smooth.

Programmers don't hesitate until and unless you are looking out for ML and AI which eventually requires server with GPU only.

I upgraded the RAM to 16 GB for some additional tasks but even 8 GB is enough for ample coding stuff.

Display is decent.


Cons
Build is not strong
Buy external keyboard as keyboard i..."
970,4.4,"These are the reviews after using this laptops for a week :-
PROS :-
1. The refresh rate of 144hz is super awesome especially when you get one after using 60hz or low screen from a long time.
2. The combination of Ryzen 7 4800H with 1650ti works way better than intel's i7 10th gen 10750 processor as I have been using both of them.
3. When it comes to cooling...this one's a beast. No other laptop in the market has that level of cooling which this laptop offers in 81k price range.
Even I w..."
971,4.1,The design is good to reduce the heating of laptop along with the turbo mode. Performance is good and best thing is144hz refresh rate and dtsx sound system.
972,4.3,"Pros _-_
Its fast due to samsung ssd around (170 gb available out of 256). Price: 35850
It think screen is best in this price segment with good brightness level.
Audio is also very loud can be increased upto (600%).
Camera is decent but mic is best (comes with noise filteration).
Keyboard is average(spill resistant).
Free lifetime ms office.
Window 11 ready.
Cons:-
Design is biggest flow, when you open the lid it fully blocks air exhaust area and that cause heating issues.

Plastic body soli..."
973,4.2,Good looking & good performance
974,4.4,"Writing this review after just 1 week of usage. Firstly, name of this machine is Lenovo ideapad slim 3 2021 and I bought it for Rs51,990/-.

Build and Design: Good build quality for the price. Laptop is entirely made of plastic. External surface of the lid is having a metallic finish. Chassis has a small flex which is expected at the price range. Keyboard is also having a slight flex but you won’t notice it if you are not looking for it. Hinge is sturdy enough, but the lid can’t be opened wit..."
975,4.2,Received in a very good condition
976,4.5,"I'm fully satisfied with this laptop. Best hardware configuration with this prize. It's been a week since I got this laptop, the display is good, you will get 4-5 hrs battery backup, fast booting. I compromised graphics for 16gb ram so I'm not expecting for to play big PC games in this laptop but any way I have installed gta5 and played. You can play gta5 in low resolution and low fps(average 40-50). Since this laptop don't have much vram you cannot expect to have great result in gaming. I'm ..."
977,4.5,Execellent product in less money worth buying
978,4.6,"Battery is 5-8hrs (No gaming).My Basic Usage is YT + Vscode, GMeet ,Other streaming platforms.
Build Quality is Awesome. Hinge looks a bit of a problem though.
Ryzen 5 5500U is the best for students who dont want to do gaming.
2 level Backlit is good.
4x2 ram is a Con.
Webcam and sound quality is okayish.
Keyboard keys are awesome love them."
979,4.5,Good product in this price ...
980,4,"One of the best laptop in this Range
Best for office work and some gaming
Battery life is very good
You can easily work for 7-8 hrs"
981,4.7,"Amazing experience from the time the package was opened till now. It's been 2 weeks. Super light weight, fantastic face recognition and sound and ui experience. Great battery backup. Camera is great. Great value, happy that I made this quality choice without spending too much !"
982,4.5,"Amazing experience from the time the package was opened till now. It's been 2 weeks. Super light weight, fantastic face recognition and sound and ui experience. Great battery backup. Camera is great. Great value, happy that I made this quality choice without spending too much !"
983,4.3,"Writing review after 15 day of use.It is absolutely incredible product . DIsplay,Built quality ,design everything looks awesome and I just love it.if your Budget allow around 40K it is simply best choice in Hp brand laptop.SSD allow smooth functioning of Laptop sp there is everything in this laptop which force you to but this one ."
984,3.5,It's Nice This is first day .
985,4.3,Good
986,4.5,"Great laptop for the price, i add 8gb ram (gekill ripjaws 3200mhz, density- RX8) and for those who were wondering what the density of the ram already present in the laptop is, its RX8 which is great . Once uprageded to 16 gb the laptop cab run almost all games at max settings at or above 60fps except some very demanding games like rdr2 and cyberpunk where u can get playable fps (45-50) with high +medium +ultra mix settings.

I got 60 fps plus in max settings in forza horizon 4, witcher 3 and..."
987,4.7,Amazing product
988,4.4,Nice laptop. I like it😍😍😍
989,4.3,It's awesome for multipurpose computer very smoothly to use & worked performance is superb i like it 😋😍😇
990,4.5,"I was confused between asus and lenovo s145 laptop but chose go with this laptop because of build quality.

Lenovo s145 feels quite flimsy while asus is reinforced with metal plates under the keyboard and in side supports of screen.

4gb ram and ryzen 3250u is good for everyday uses and light office work like browsing with5-6 tab oepn in chrome and 2-3 office files and for heavy uses there option to increase ram capacity.

Ssd read speeds are quite fast 950mb/s and write speed upto 350mb/s th..."
991,4.5,"Battery: 3.5/5
Display: 4/5
Performance: 5/5
Design: 4.5/5
Value for money: 4.3/5

•Buy ssd with hhd it's perfect combination

•if you want best performance buy 512 ssd & if want more storage buy hhd laptop

•if you buy 512gb ssd it's too good but you need extra hhd or other storage stuff.

•allover just amazing laptop. Love it!❣"
992,4.4,Battery is not so good.full Battery will last only 4 hours
993,4,Excellent 👌 leptop
994,4.5,"Flipkart just took 2 days to deliver the product.
I have used it now for just few hours, so here is the first impressions....
Battery is great as of now.
Display is great... vibrant and crisp.
i3 11 th gen handles everything too easily.
SSD is toooo fast...i have made a partition of 175gb for c drive.
Design is also great.
Comes with genuine windows 10 and ms office home & student 2019.
As of now.... everything is great. Now let's see what happens after some time, I'll edit the review after ..."
995,4.8,Stylish laptop
996,4.4,From past 10 months I'm searching for a best Gaming Laptop. Today I found it and I can say my choice is perfect. Mind-blowing Gaming Laptop at a reasonable price. Very fast booting(with in a blink of eye). Many people have a dream to become a gamer.. but due to high price everyone cannot afford a gaming laptop. But MSI made it possible with this low price and high specifications. Without any second thought we can buy it. I had a few doubts about the laptop and msi customer service cleared all...
997,4.3,"Easily one of the most valuable & wonderful gaming laptops out there.

If you are a business user who wants more battery backup, portability & laptop for basic business requirements, then this is not for you.

A few things to know if you are purchasing a gaming laptop for the first time.

- Cooling system is very important for gaming laptop.
- Battery backup is adequate. However, it can be optimised if you work more than play.
- Fans run quiety to moderately all the time. Somewhere you c..."
998,4.3,Worth of money
999,4.1,Sound is very clear song play excellent i like very much thanks hp best price and performance good including Alexa also available.i like so much tq
1000,4.4,"The Specifications are good wrt to price. How does it deliver? Well first day review, design and colour nice. Windows 11 is better than 10 with easy accessibility. Wake up time is too good. Battery should last approximately 5-7 hrs with background downloads and a bit browsing. If looking for a quality display this is probably not the laptop, go for realme or mi. Display is good for our daily work. Build quality is good. MS Office is additional bonus and a must have with laptops. I think aud..."
1001,4.7,"Nice product light wight , very good sound quality, 15.6 HD display very nice , fast performance speed wise SSD 256,
Value for money."
1002,4.4,"I used this laptop last 1 month and now I'll give this feedback...This acer aspire 5 i5 11th Gen lap looks awesome compare than others ..Y ??? 👇
🔆DESIGN : This laptop is designed for multitask performance...Yeah , Design wise it looks too awesome . And it look too slim and easy to carry.
🔆PERFORMANCE : It is not the perfect one for gaming . But v can do multitasking like running many tabs and also perfect for codings .
🔆BATTERY : Good ...It standsback 5 hrs (normal use) and 3 hrs (Heavy ..."
1003,4.4,"Webcam quality is extremely poor. Build quality is poor. Keyboard is mediocre. If you have large hands like me than avoid this laptop. Always check product like laptop in person that you will be using on daily basis for personal and professional purposes before making purchase.

This laptop is not recommended for coding purposes. Keyboard is extremely fragile.

Laptop body is magnet for greasy smudges. Better opt for metal body laptop."
1004,4.3,"I have used this laptop for one week and my observations are as below.
1. It took 90 to 100 min to charge from 10% to 100%. ( 5 times tested)

2. Battery backup is approx 190 min to 210 min as per this usage => Full brightness, Hotspot in use, Only slideshow application run.
(8 times tested)

3. After buying this product I have registered it on the HP website and it is found the legal product.

4. Keyboard is very very smooth.

5. Sound quality is also good.

6. Refresh rate is also good.
..."
1005,4.1,"First time I have purchased a laptop which had no reviews at all in Flipkart, but just gone thru the specs and details mentioned on website. These specs are awesome at this price, mostly you get all pros in terms of light weight, premium finish, and speed.
Very few cons it have like no extra RAM slot but you can replace with 32GB RAM, No MS office and Low speaker volume due to speakers located under the laptop.

Great to buy, got this at 40,990 at BBD"
1006,4.5,"After all the specs u already know....and after using it continuously for a day....let's dive into performance

It is a beast....installed all the softwares of need....plus autocad and revit....for those who don't know about this.... it's an Engineering related software....demands very high CPU & GPU....and it was opening the zipped files like hot knife through butter...and then performing smoothly....for anyone with doubt about it....Go for it !!8

Then installed GTA V....of course had to......"
1007,4.6,"I am writing this review after using the laptop for 4 Months and these are my observations.

Pros
1. Camera is HD like Really.
2. Connectivity is good.
3. Display is decent 4/5
4. Battery is 8 Hours (Really)
5.specs are cool according to the Price
6. Comes with original Microsoft and Windows
7. Also McAfee anti-virus is pre installed.


Cons.
Nothing as major"
1008,4.1,"A bit expensive when we compare with today's intel (11th gen) or AMD (Ryzen 5th gen) based windows Laptops with RTX 30 Graphics but this Apple M1 in terms of overall performance, it is far beyond what windows laptops can offer in same segment.

I won't compare it with windows laptops as we all are aware of it. This is more about M1 chip. People are worried about buying M1 version because of compatibility issues.
Don't worry, this processor is so powerful and in terms of compatibility, this ..."
1009,4.4,A good laptop for college student ..average battery life ..semi metallic body.and the sound quality is very good.there is no heating issue while normal performance like coding and all...got it for 64000 during laptop sale....in this budget very good fully packed laptop ..it has another cool feature that is privacy shutter on web cam.....overall a good laptop. Can go for it if u r a college student
1010,4.3,Fantastic
1011,4.3,"Everything is cool to have this laptop for 51k but too heavy to carry outdoor.
Performance is good and charger weights approximate to the laptop's weight and charging is too delayed for 3hrs.
But works very smart with the latest features."
1012,4.5,"Webcam quality is extremely poor. Build quality is poor. Keyboard is mediocre. If you have large hands like me than avoid this laptop. Always check product like laptop in person that you will be using on daily basis for personal and professional purposes before making purchase.

This laptop is not recommended for coding purposes. Keyboard is extremely fragile.

Laptop body is magnet for greasy smudges. Better opt for metal body laptop."
1013,4.2,"Best product for those who loves cute laptop
Very smooth performance
Best sound quality
Built quality 10/10
it takes below 2 hours for full charge. And lasts for 20 hours for normal use"
1014,4.1,"What an amazing performance. Buttery smooth. i7 with 16gb ram and 1tb ssd is a killer combination. If you're not a heavy gamer, this is a straight no brainer. No other laptop matches this price to performance / spec ratio.

- Boots up in less than 5 seconds
- Plays anything effortlessly
- Good SSD write speed. Was able to transfer files worth 45gb in less than 5 mins from ext hdd at an average speed of 115mbps
- Good display with good viewing angles.
- Great typing experience although visibi..."
1015,4.4,"One of the best if you are looking out for a laptop for coding.
I have tried running SOLR servers and working parrallel with tomcat servers running on eclipse and it works damn smooth.

Programmers don't hesitate until and unless you are looking out for ML and AI which eventually requires server with GPU only.

I upgraded the RAM to 16 GB for some additional tasks but even 8 GB is enough for ample coding stuff.

Display is decent.


Cons
Build is not strong
Buy external keyboard as keyboard i..."
1016,4.5,"These are the reviews after using this laptops for a week :-
PROS :-
1. The refresh rate of 144hz is super awesome especially when you get one after using 60hz or low screen from a long time.
2. The combination of Ryzen 7 4800H with 1650ti works way better than intel's i7 10th gen 10750 processor as I have been using both of them.
3. When it comes to cooling...this one's a beast. No other laptop in the market has that level of cooling which this laptop offers in 81k price range.
Even I w..."
1017,4.5,The design is good to reduce the heating of laptop along with the turbo mode. Performance is good and best thing is144hz refresh rate and dtsx sound system.
1018,4.4,"Pros _-_
Its fast due to samsung ssd around (170 gb available out of 256). Price: 35850
It think screen is best in this price segment with good brightness level.
Audio is also very loud can be increased upto (600%).
Camera is decent but mic is best (comes with noise filteration).
Keyboard is average(spill resistant).
Free lifetime ms office.
Window 11 ready.
Cons:-
Design is biggest flow, when you open the lid it fully blocks air exhaust area and that cause heating issues.

Plastic body soli..."
1019,4.1,Good looking & good performance
1020,4.3,"Writing this review after just 1 week of usage. Firstly, name of this machine is Lenovo ideapad slim 3 2021 and I bought it for Rs51,990/-.

Build and Design: Good build quality for the price. Laptop is entirely made of plastic. External surface of the lid is having a metallic finish. Chassis has a small flex which is expected at the price range. Keyboard is also having a slight flex but you won’t notice it if you are not looking for it. Hinge is sturdy enough, but the lid can’t be opened wit..."
1021,4.2,Received in a very good condition
1022,4.4,"I'm fully satisfied with this laptop. Best hardware configuration with this prize. It's been a week since I got this laptop, the display is good, you will get 4-5 hrs battery backup, fast booting. I compromised graphics for 16gb ram so I'm not expecting for to play big PC games in this laptop but any way I have installed gta5 and played. You can play gta5 in low resolution and low fps(average 40-50). Since this laptop don't have much vram you cannot expect to have great result in gaming. I'm ..."
1023,4.2,Execellent product in less money worth buying
1024,4.5,"Battery is 5-8hrs (No gaming).My Basic Usage is YT + Vscode, GMeet ,Other streaming platforms.
Build Quality is Awesome. Hinge looks a bit of a problem though.
Ryzen 5 5500U is the best for students who dont want to do gaming.
2 level Backlit is good.
4x2 ram is a Con.
Webcam and sound quality is okayish.
Keyboard keys are awesome love them."
1025,4.5,Good product in this price ...
1026,4.6,"One of the best laptop in this Range
Best for office work and some gaming
Battery life is very good
You can easily work for 7-8 hrs"
1027,4.5,"Amazing experience from the time the package was opened till now. It's been 2 weeks. Super light weight, fantastic face recognition and sound and ui experience. Great battery backup. Camera is great. Great value, happy that I made this quality choice without spending too much !"
1028,4,"Amazing experience from the time the package was opened till now. It's been 2 weeks. Super light weight, fantastic face recognition and sound and ui experience. Great battery backup. Camera is great. Great value, happy that I made this quality choice without spending too much !"
1029,4.7,"Writing review after 15 day of use.It is absolutely incredible product . DIsplay,Built quality ,design everything looks awesome and I just love it.if your Budget allow around 40K it is simply best choice in Hp brand laptop.SSD allow smooth functioning of Laptop sp there is everything in this laptop which force you to but this one ."
1030,4.3,It's Nice This is first day .
1031,3.5,Good
1032,4.3,"Great laptop for the price, i add 8gb ram (gekill ripjaws 3200mhz, density- RX8) and for those who were wondering what the density of the ram already present in the laptop is, its RX8 which is great . Once uprageded to 16 gb the laptop cab run almost all games at max settings at or above 60fps except some very demanding games like rdr2 and cyberpunk where u can get playable fps (45-50) with high +medium +ultra mix settings.

I got 60 fps plus in max settings in forza horizon 4, witcher 3 and..."
1033,4.5,Amazing product
1034,4.7,Nice laptop. I like it😍😍😍
1035,4.4,It's awesome for multipurpose computer very smoothly to use & worked performance is superb i like it 😋😍😇
1036,4.3,"I was confused between asus and lenovo s145 laptop but chose go with this laptop because of build quality.

Lenovo s145 feels quite flimsy while asus is reinforced with metal plates under the keyboard and in side supports of screen.

4gb ram and ryzen 3250u is good for everyday uses and light office work like browsing with5-6 tab oepn in chrome and 2-3 office files and for heavy uses there option to increase ram capacity.

Ssd read speeds are quite fast 950mb/s and write speed upto 350mb/s th..."
1037,4.5,"Battery: 3.5/5
Display: 4/5
Performance: 5/5
Design: 4.5/5
Value for money: 4.3/5

•Buy ssd with hhd it's perfect combination

•if you want best performance buy 512 ssd & if want more storage buy hhd laptop

•if you buy 512gb ssd it's too good but you need extra hhd or other storage stuff.

•allover just amazing laptop. Love it!❣"
1038,4.5,Battery is not so good.full Battery will last only 4 hours
1039,4.4,Excellent 👌 leptop
1040,4,"Flipkart just took 2 days to deliver the product.
I have used it now for just few hours, so here is the first impressions....
Battery is great as of now.
Display is great... vibrant and crisp.
i3 11 th gen handles everything too easily.
SSD is toooo fast...i have made a partition of 175gb for c drive.
Design is also great.
Comes with genuine windows 10 and ms office home & student 2019.
As of now.... everything is great. Now let's see what happens after some time, I'll edit the review after ..."
1041,4.5,Stylish laptop
1042,4.8,From past 10 months I'm searching for a best Gaming Laptop. Today I found it and I can say my choice is perfect. Mind-blowing Gaming Laptop at a reasonable price. Very fast booting(with in a blink of eye). Many people have a dream to become a gamer.. but due to high price everyone cannot afford a gaming laptop. But MSI made it possible with this low price and high specifications. Without any second thought we can buy it. I had a few doubts about the laptop and msi customer service cleared all...
1043,4.4,"Easily one of the most valuable & wonderful gaming laptops out there.

If you are a business user who wants more battery backup, portability & laptop for basic business requirements, then this is not for you.

A few things to know if you are purchasing a gaming laptop for the first time.

- Cooling system is very important for gaming laptop.
- Battery backup is adequate. However, it can be optimised if you work more than play.
- Fans run quiety to moderately all the time. Somewhere you c..."
1044,4.3,Worth of money
1045,4.3,Sound is very clear song play excellent i like very much thanks hp best price and performance good including Alexa also available.i like so much tq
1046,4.1,"The Specifications are good wrt to price. How does it deliver? Well first day review, design and colour nice. Windows 11 is better than 10 with easy accessibility. Wake up time is too good. Battery should last approximately 5-7 hrs with background downloads and a bit browsing. If looking for a quality display this is probably not the laptop, go for realme or mi. Display is good for our daily work. Build quality is good. MS Office is additional bonus and a must have with laptops. I think aud..."
1047,4.4,"Nice product light wight , very good sound quality, 15.6 HD display very nice , fast performance speed wise SSD 256,
Value for money."
1048,4.7,"I used this laptop last 1 month and now I'll give this feedback...This acer aspire 5 i5 11th Gen lap looks awesome compare than others ..Y ??? 👇
🔆DESIGN : This laptop is designed for multitask performance...Yeah , Design wise it looks too awesome . And it look too slim and easy to carry.
🔆PERFORMANCE : It is not the perfect one for gaming . But v can do multitasking like running many tabs and also perfect for codings .
🔆BATTERY : Good ...It standsback 5 hrs (normal use) and 3 hrs (Heavy ..."
1049,4.4,"Webcam quality is extremely poor. Build quality is poor. Keyboard is mediocre. If you have large hands like me than avoid this laptop. Always check product like laptop in person that you will be using on daily basis for personal and professional purposes before making purchase.

This laptop is not recommended for coding purposes. Keyboard is extremely fragile.

Laptop body is magnet for greasy smudges. Better opt for metal body laptop."
1050,4.4,"I have used this laptop for one week and my observations are as below.
1. It took 90 to 100 min to charge from 10% to 100%. ( 5 times tested)

2. Battery backup is approx 190 min to 210 min as per this usage => Full brightness, Hotspot in use, Only slideshow application run.
(8 times tested)

3. After buying this product I have registered it on the HP website and it is found the legal product.

4. Keyboard is very very smooth.

5. Sound quality is also good.

6. Refresh rate is also good.
..."
1051,4.3,"First time I have purchased a laptop which had no reviews at all in Flipkart, but just gone thru the specs and details mentioned on website. These specs are awesome at this price, mostly you get all pros in terms of light weight, premium finish, and speed.
Very few cons it have like no extra RAM slot but you can replace with 32GB RAM, No MS office and Low speaker volume due to speakers located under the laptop.

Great to buy, got this at 40,990 at BBD"
1052,4.1,"After all the specs u already know....and after using it continuously for a day....let's dive into performance

It is a beast....installed all the softwares of need....plus autocad and revit....for those who don't know about this.... it's an Engineering related software....demands very high CPU & GPU....and it was opening the zipped files like hot knife through butter...and then performing smoothly....for anyone with doubt about it....Go for it !!8

Then installed GTA V....of course had to......"
1053,4.5,"I am writing this review after using the laptop for 4 Months and these are my observations.

Pros
1. Camera is HD like Really.
2. Connectivity is good.
3. Display is decent 4/5
4. Battery is 8 Hours (Really)
5.specs are cool according to the Price
6. Comes with original Microsoft and Windows
7. Also McAfee anti-virus is pre installed.


Cons.
Nothing as major"
1054,4.6,"A bit expensive when we compare with today's intel (11th gen) or AMD (Ryzen 5th gen) based windows Laptops with RTX 30 Graphics but this Apple M1 in terms of overall performance, it is far beyond what windows laptops can offer in same segment.

I won't compare it with windows laptops as we all are aware of it. This is more about M1 chip. People are worried about buying M1 version because of compatibility issues.
Don't worry, this processor is so powerful and in terms of compatibility, this ..."
1055,4.1,"One of the best Laptop in this range. It is best in every types of uses.
Gaming performance is awesome 😎❤️❤️
Perfect product and is Valuable for money."
1056,4.4,A good laptop for college student ..average battery life ..semi metallic body.and the sound quality is very good.there is no heating issue while normal performance like coding and all...got it for 64000 during laptop sale....in this budget very good fully packed laptop ..it has another cool feature that is privacy shutter on web cam.....overall a good laptop. Can go for it if u r a college student
1057,4.3,Fantastic
1058,4.3,"Everything is cool to have this laptop for 51k but too heavy to carry outdoor.
Performance is good and charger weights approximate to the laptop's weight and charging is too delayed for 3hrs.
But works very smart with the latest features."
1059,4.5,"Webcam quality is extremely poor. Build quality is poor. Keyboard is mediocre. If you have large hands like me than avoid this laptop. Always check product like laptop in person that you will be using on daily basis for personal and professional purposes before making purchase.

This laptop is not recommended for coding purposes. Keyboard is extremely fragile.

Laptop body is magnet for greasy smudges. Better opt for metal body laptop."
1060,4.2,"Best product for those who loves cute laptop
Very smooth performance
Best sound quality
Built quality 10/10
it takes below 2 hours for full charge. And lasts for 20 hours for normal use"
1061,4.1,"What an amazing performance. Buttery smooth. i7 with 16gb ram and 1tb ssd is a killer combination. If you're not a heavy gamer, this is a straight no brainer. No other laptop matches this price to performance / spec ratio.

- Boots up in less than 5 seconds
- Plays anything effortlessly
- Good SSD write speed. Was able to transfer files worth 45gb in less than 5 mins from ext hdd at an average speed of 115mbps
- Good display with good viewing angles.
- Great typing experience although visibi..."
1062,4.4,"One of the best if you are looking out for a laptop for coding.
I have tried running SOLR servers and working parrallel with tomcat servers running on eclipse and it works damn smooth.

Programmers don't hesitate until and unless you are looking out for ML and AI which eventually requires server with GPU only.

I upgraded the RAM to 16 GB for some additional tasks but even 8 GB is enough for ample coding stuff.

Display is decent.


Cons
Build is not strong
Buy external keyboard as keyboard i..."
1063,4.5,"These are the reviews after using this laptops for a week :-
PROS :-
1. The refresh rate of 144hz is super awesome especially when you get one after using 60hz or low screen from a long time.
2. The combination of Ryzen 7 4800H with 1650ti works way better than intel's i7 10th gen 10750 processor as I have been using both of them.
3. When it comes to cooling...this one's a beast. No other laptop in the market has that level of cooling which this laptop offers in 81k price range.
Even I w..."
1064,4.5,The design is good to reduce the heating of laptop along with the turbo mode. Performance is good and best thing is144hz refresh rate and dtsx sound system.
1065,4.4,"Pros _-_
Its fast due to samsung ssd around (170 gb available out of 256). Price: 35850
It think screen is best in this price segment with good brightness level.
Audio is also very loud can be increased upto (600%).
Camera is decent but mic is best (comes with noise filteration).
Keyboard is average(spill resistant).
Free lifetime ms office.
Window 11 ready.
Cons:-
Design is biggest flow, when you open the lid it fully blocks air exhaust area and that cause heating issues.

Plastic body soli..."
1066,4.1,Good looking & good performance
1067,4.3,"Writing this review after just 1 week of usage. Firstly, name of this machine is Lenovo ideapad slim 3 2021 and I bought it for Rs51,990/-.

Build and Design: Good build quality for the price. Laptop is entirely made of plastic. External surface of the lid is having a metallic finish. Chassis has a small flex which is expected at the price range. Keyboard is also having a slight flex but you won’t notice it if you are not looking for it. Hinge is sturdy enough, but the lid can’t be opened wit..."
1068,4.2,Received in a very good condition
1069,4.4,"I'm fully satisfied with this laptop. Best hardware configuration with this prize. It's been a week since I got this laptop, the display is good, you will get 4-5 hrs battery backup, fast booting. I compromised graphics for 16gb ram so I'm not expecting for to play big PC games in this laptop but any way I have installed gta5 and played. You can play gta5 in low resolution and low fps(average 40-50). Since this laptop don't have much vram you cannot expect to have great result in gaming. I'm ..."
1070,4.2,Execellent product in less money worth buying
